N,P,K,ph,soil_health_score,deficiency_report,soil_health_class
60,46,53,6.761953186,100.0,No major deficiency,Healthy
70,68,55,6.691202286,100.0,No major deficiency,Healthy
59,62,52,6.608667683999999,100.0,No major deficiency,Healthy
60,58,51,6.840802254,100.0,No major deficiency,Healthy
42,60,47,6.834808347999999,90.0,N deficient,Healthy
35,66,47,6.953439161,80.0,N deficient,Healthy
34,65,48,6.665024507999999,80.0,N deficient,Healthy
36,54,46,6.662875839,80.0,N deficient,Healthy
39,64,52,6.678695788,80.0,N deficient,Healthy
37,52,47,6.54277684,80.0,N deficient,Healthy
33,47,46,6.839443833,80.0,N deficient,Healthy
34,48,48,6.805277038,80.0,N deficient,Healthy
49,54,50,6.762522087000001,90.0,N deficient,Healthy
40,65,49,6.678449317999999,90.0,N deficient,Healthy
68,52,49,6.577192175,100.0,No major deficiency,Healthy
50,46,52,6.734005647999999,100.0,No major deficiency,Healthy
65,63,50,6.524459342,100.0,No major deficiency,Healthy
40,49,47,6.501521192,90.0,N deficient,Healthy
42,53,48,6.758479569,90.0,N deficient,Healthy
49,55,51,6.676578778,90.0,N deficient,Healthy
59,62,49,6.941496806,100.0,No major deficiency,Healthy
63,58,47,6.864143752,100.0,No major deficiency,Healthy
70,65,52,6.583528529,100.0,No major deficiency,Healthy
63,50,52,6.751747609,100.0,No major deficiency,Healthy
40,64,47,6.893509446,90.0,N deficient,Healthy
63,58,50,6.720744449,100.0,No major deficiency,Healthy
45,58,49,6.827812549,90.0,N deficient,Healthy
66,69,47,6.912299695,100.0,No major deficiency,Healthy
54,67,52,6.586107335,100.0,No major deficiency,Healthy
69,67,52,6.827305908,100.0,No major deficiency,Healthy
67,68,49,6.821774589,100.0,No major deficiency,Healthy
45,57,47,6.656458831,90.0,N deficient,Healthy
56,50,52,6.770384816,100.0,No major deficiency,Healthy
70,50,53,6.933809742999999,100.0,No major deficiency,Healthy
44,47,45,6.579441304,90.0,N deficient,Healthy
50,60,47,6.92791761,100.0,No major deficiency,Healthy
52,51,53,6.985804083,100.0,No major deficiency,Healthy
35,68,45,6.612429546,80.0,N deficient,Healthy
68,69,52,6.813383387000001,100.0,No major deficiency,Healthy
32,55,52,6.967759599999999,80.0,N deficient,Healthy
32,55,51,6.57398033,80.0,N deficient,Healthy
48,62,47,6.803094965,90.0,N deficient,Healthy
39,69,53,6.964955435,80.0,N deficient,Healthy
49,61,45,6.764213299,90.0,N deficient,Healthy
48,57,54,6.617703177999999,90.0,N deficient,Healthy
69,66,49,6.52711001,100.0,No major deficiency,Healthy
53,55,55,6.709668804,100.0,No major deficiency,Healthy
38,61,52,6.620729882000001,80.0,N deficient,Healthy
57,64,55,6.583760498999999,100.0,No major deficiency,Healthy
51,57,55,6.6764073370000006,100.0,No major deficiency,Healthy
56,65,45,6.751298936,100.0,No major deficiency,Healthy
54,66,52,6.867554147000001,100.0,No major deficiency,Healthy
58,55,47,6.7424900270000006,100.0,No major deficiency,Healthy
68,70,54,6.986228647000001,100.0,No major deficiency,Healthy
42,59,55,6.979102243,90.0,N deficient,Healthy
43,64,47,6.8256647820000005,90.0,N deficient,Healthy
35,67,49,6.617066674,80.0,N deficient,Healthy
56,59,55,6.551892637999999,100.0,No major deficiency,Healthy
39,64,53,6.598860305,80.0,N deficient,Healthy
18,30,29,6.4200187170000005,40.0,"N deficient, P deficient, K deficient",Poor
37,23,28,5.7400545670000005,40.0,"N deficient, P deficient, K deficient",Poor
13,28,33,5.686972967000001,50.0,"N deficient, P deficient, K deficient",Moderate
2,21,35,6.293662362999999,50.0,"N deficient, P deficient, K deficient",Moderate
10,18,35,6.381975465,50.0,"N deficient, P deficient, K deficient",Moderate
7,11,32,5.542169138999999,50.0,"N deficient, P deficient, K deficient",Moderate
39,5,31,5.551963184,40.0,"N deficient, P deficient, K deficient",Poor
34,6,27,5.8607404810000014,40.0,"N deficient, P deficient, K deficient",Poor
31,30,29,5.558807063,40.0,"N deficient, P deficient, K deficient",Poor
25,7,35,5.55771171,50.0,"N deficient, P deficient, K deficient",Moderate
16,18,26,5.568365926,40.0,"N deficient, P deficient, K deficient",Poor
26,10,33,6.07071786,50.0,"N deficient, P deficient, K deficient",Moderate
27,8,32,5.627860548999998,50.0,"N deficient, P deficient, K deficient",Moderate
37,18,30,6.38488418,40.0,"N deficient, P deficient, K deficient",Poor
19,15,34,5.6858890660000005,50.0,"N deficient, P deficient, K deficient",Moderate
0,19,33,6.234458417000001,50.0,"N deficient, P deficient, K deficient",Moderate
31,20,26,6.443168642000001,40.0,"N deficient, P deficient, K deficient",Poor
9,17,32,5.842317989,50.0,"N deficient, P deficient, K deficient",Moderate
22,11,29,5.955742971,40.0,"N deficient, P deficient, K deficient",Poor
31,6,26,5.741367375,40.0,"N deficient, P deficient, K deficient",Poor
34,6,30,5.948342571,40.0,"N deficient, P deficient, K deficient",Poor
24,6,32,6.387067562,50.0,"N deficient, P deficient, K deficient",Moderate
1,8,26,5.562911913,40.0,"N deficient, P deficient, K deficient",Poor
31,13,33,5.85971872,50.0,"N deficient, P deficient, K deficient",Moderate
10,9,28,6.282955072999999,40.0,"N deficient, P deficient, K deficient",Poor
36,27,26,6.25449571,40.0,"N deficient, P deficient, K deficient",Poor
38,24,33,5.973853124,50.0,"N deficient, P deficient, K deficient",Moderate
11,6,25,6.081568052000001,40.0,"N deficient, P deficient, K deficient",Poor
16,14,30,6.37466756,40.0,"N deficient, P deficient, K deficient",Poor
33,14,35,6.027707171,50.0,"N deficient, P deficient, K deficient",Moderate
16,6,29,5.868285082000001,40.0,"N deficient, P deficient, K deficient",Poor
32,11,31,6.205931637999999,40.0,"N deficient, P deficient, K deficient",Poor
38,14,30,5.5707453860000005,40.0,"N deficient, P deficient, K deficient",Poor
8,6,33,6.095261012999999,50.0,"N deficient, P deficient, K deficient",Moderate
23,6,33,6.025789594,50.0,"N deficient, P deficient, K deficient",Moderate
29,25,35,5.542873799,50.0,"N deficient, P deficient, K deficient",Moderate
24,14,33,6.366219551,50.0,"N deficient, P deficient, K deficient",Moderate
32,12,30,5.579845008,40.0,"N deficient, P deficient, K deficient",Poor
30,25,31,5.804965067,40.0,"N deficient, P deficient, K deficient",Poor
14,21,35,6.121005506,50.0,"N deficient, P deficient, K deficient",Moderate
27,22,29,6.000248647,40.0,"N deficient, P deficient, K deficient",Poor
40,5,29,5.820978791,50.0,"N deficient, P deficient, K deficient",Moderate
17,11,32,5.620733794,50.0,"N deficient, P deficient, K deficient",Moderate
30,30,35,6.001936419,50.0,"N deficient, P deficient, K deficient",Moderate
28,10,30,6.305740522000001,40.0,"N deficient, P deficient, K deficient",Poor
39,7,29,6.362544111,40.0,"N deficient, P deficient, K deficient",Poor
32,20,35,5.588655387,50.0,"N deficient, P deficient, K deficient",Moderate
7,15,32,6.182232762000001,50.0,"N deficient, P deficient, K deficient",Moderate
29,17,29,5.959493188,40.0,"N deficient, P deficient, K deficient",Poor
34,15,34,5.677282677999999,50.0,"N deficient, P deficient, K deficient",Moderate
14,23,25,5.6121227970000005,40.0,"N deficient, P deficient, K deficient",Poor
18,19,29,6.206077742000001,40.0,"N deficient, P deficient, K deficient",Poor
7,21,35,5.764812076,50.0,"N deficient, P deficient, K deficient",Moderate
24,27,34,6.203376525,50.0,"N deficient, P deficient, K deficient",Moderate
39,29,29,6.143662699,40.0,"N deficient, P deficient, K deficient",Poor
29,8,28,6.100429497,40.0,"N deficient, P deficient, K deficient",Poor
10,24,27,5.7084096010000005,40.0,"N deficient, P deficient, K deficient",Poor
0,29,32,5.868255858,50.0,"N deficient, P deficient, K deficient",Moderate
32,11,31,6.461225827000001,40.0,"N deficient, P deficient, K deficient",Poor
37,10,32,6.165084855,50.0,"N deficient, P deficient, K deficient",Moderate
20,29,27,6.047044342,40.0,"N deficient, P deficient, K deficient",Poor
31,29,35,6.137102505,50.0,"N deficient, P deficient, K deficient",Moderate
17,30,27,5.894027065,40.0,"N deficient, P deficient, K deficient",Poor
1,12,30,5.56222383,40.0,"N deficient, P deficient, K deficient",Poor
6,13,29,5.832608027999999,40.0,"N deficient, P deficient, K deficient",Poor
15,28,32,6.2185718739999984,50.0,"N deficient, P deficient, K deficient",Moderate
27,24,29,6.142010637,40.0,"N deficient, P deficient, K deficient",Poor
3,23,30,6.078807239,40.0,"N deficient, P deficient, K deficient",Poor
8,26,26,5.702484758,40.0,"N deficient, P deficient, K deficient",Poor
20,28,26,5.547594847,40.0,"N deficient, P deficient, K deficient",Poor
26,18,27,5.836075368,40.0,"N deficient, P deficient, K deficient",Poor
1,6,35,6.231662767,50.0,"N deficient, P deficient, K deficient",Moderate
27,30,31,5.718120393,40.0,"N deficient, P deficient, K deficient",Poor
23,7,34,5.852038202,50.0,"N deficient, P deficient, K deficient",Moderate
0,26,31,5.547933273,40.0,"N deficient, P deficient, K deficient",Poor
38,6,25,6.156259104,40.0,"N deficient, P deficient, K deficient",Poor
25,12,26,6.436314406,40.0,"N deficient, P deficient, K deficient",Poor
40,5,32,5.981169595,60.0,"N deficient, P deficient, K deficient",Moderate
0,19,31,6.271952832999999,40.0,"N deficient, P deficient, K deficient",Poor
26,9,32,6.470465614,50.0,"N deficient, P deficient, K deficient",Moderate
35,30,34,6.141502001,50.0,"N deficient, P deficient, K deficient",Moderate
19,30,30,5.826381164,40.0,"N deficient, P deficient, K deficient",Poor
31,13,33,6.342463714,50.0,"N deficient, P deficient, K deficient",Moderate
17,29,26,6.071897347,40.0,"N deficient, P deficient, K deficient",Poor
2,30,30,6.331051715,40.0,"N deficient, P deficient, K deficient",Poor
30,13,25,6.413184638,40.0,"N deficient, P deficient, K deficient",Poor
8,15,33,5.50158009,50.0,"N deficient, P deficient, K deficient",Moderate
18,12,35,6.338720873,50.0,"N deficient, P deficient, K deficient",Moderate
8,28,30,6.015672239,40.0,"N deficient, P deficient, K deficient",Poor
40,22,29,5.735364307,50.0,"N deficient, P deficient, K deficient",Moderate
27,10,33,6.465906333,50.0,"N deficient, P deficient, K deficient",Moderate
21,20,31,5.855457599,40.0,"N deficient, P deficient, K deficient",Poor
3,9,35,6.318552972999999,50.0,"N deficient, P deficient, K deficient",Moderate
22,16,27,6.006784979,40.0,"N deficient, P deficient, K deficient",Poor
27,8,30,6.008386282999999,40.0,"N deficient, P deficient, K deficient",Poor
22,8,33,5.665785202,50.0,"N deficient, P deficient, K deficient",Moderate
28,27,32,5.764615485,50.0,"N deficient, P deficient, K deficient",Moderate
23,21,26,5.901495543999999,40.0,"N deficient, P deficient, K deficient",Poor
37,5,34,5.779032666,50.0,"N deficient, P deficient, K deficient",Moderate
19,26,29,5.67154928,40.0,"N deficient, P deficient, K deficient",Poor
133,47,24,7.231324765,70.0,"N excess, K deficient",Moderate
136,36,20,6.925412377000001,60.0,"N excess, P deficient, K deficient",Moderate
104,47,18,7.633437412,70.0,"K deficient, ph excess",Moderate
133,47,23,6.827354668,70.0,"N excess, K deficient",Moderate
126,38,23,6.176716425,60.0,"N excess, P deficient, K deficient",Moderate
126,50,19,6.6287228360000015,70.0,"N excess, K deficient",Moderate
113,41,20,7.256877571,80.0,K deficient,Healthy
121,45,22,6.443785385,70.0,"N excess, K deficient",Moderate
121,47,16,7.7232401510000015,60.0,"N excess, K deficient, ph excess",Moderate
129,60,22,5.947448589,70.0,"N excess, K deficient",Moderate
107,45,25,7.2277455160000015,80.0,K deficient,Healthy
122,59,18,6.219469084,70.0,"N excess, K deficient",Moderate
140,38,15,6.021439523,60.0,"N excess, P deficient, K deficient",Moderate
102,49,21,6.253343655,80.0,K deficient,Healthy
111,40,25,6.187455798999999,80.0,K deficient,Healthy
131,35,18,7.0576933660000005,60.0,"N excess, P deficient, K deficient",Moderate
135,43,16,6.720449769,70.0,"N excess, K deficient",Moderate
100,46,18,6.4316895060000006,80.0,K deficient,Healthy
123,39,24,7.453106264,60.0,"N excess, P deficient, K deficient",Moderate
117,56,15,7.368258226,80.0,K deficient,Healthy
121,36,24,7.352401887,60.0,"N excess, P deficient, K deficient",Moderate
101,58,18,6.652143699,80.0,K deficient,Healthy
107,42,24,6.144631795,80.0,K deficient,Healthy
100,41,22,7.318802162000001,80.0,K deficient,Healthy
125,39,21,7.954629324,50.0,"N excess, P deficient, K deficient, ph excess",Moderate
105,60,23,6.207652157,80.0,K deficient,Healthy
102,46,19,6.631005298,80.0,K deficient,Healthy
131,49,22,7.306918817000001,70.0,"N excess, K deficient",Moderate
139,35,15,5.898293044,60.0,"N excess, P deficient, K deficient",Moderate
108,36,19,7.238566893,70.0,"P deficient, K deficient",Moderate
118,45,23,7.977651226,70.0,"K deficient, ph excess",Moderate
107,51,22,5.983075895,80.0,K deficient,Healthy
125,60,17,6.785723961,70.0,"N excess, K deficient",Moderate
113,37,20,7.393441155,70.0,"P deficient, K deficient",Moderate
131,52,16,6.486068274,70.0,"N excess, K deficient",Moderate
115,48,16,7.175934962,80.0,K deficient,Healthy
113,38,25,7.388265887999999,70.0,"P deficient, K deficient",Moderate
111,41,18,6.10539819,80.0,K deficient,Healthy
111,53,19,6.419536555,80.0,K deficient,Healthy
122,48,16,6.307585854,70.0,"N excess, K deficient",Moderate
108,46,17,6.93221485,80.0,K deficient,Healthy
132,41,22,7.810865753,60.0,"N excess, K deficient, ph excess",Moderate
103,42,17,6.527541661,80.0,K deficient,Healthy
133,50,25,7.569454601,60.0,"N excess, K deficient, ph excess",Moderate
127,37,18,7.041065585,60.0,"N excess, P deficient, K deficient",Moderate
110,39,25,7.208795456,70.0,"P deficient, K deficient",Moderate
131,38,19,6.814341946,60.0,"N excess, P deficient, K deficient",Moderate
108,38,24,7.442217061,70.0,"P deficient, K deficient",Moderate
122,40,17,6.854558957,70.0,"N excess, K deficient",Moderate
111,50,15,7.884550475,70.0,"K deficient, ph excess",Moderate
140,40,17,6.006085786,70.0,"N excess, K deficient",Moderate
100,40,20,7.432043735,80.0,K deficient,Healthy
123,50,16,6.498052108,70.0,"N excess, K deficient",Moderate
107,36,21,6.205263534,70.0,"P deficient, K deficient",Moderate
118,50,19,6.360812227,80.0,K deficient,Healthy
103,51,20,7.0466074339999984,80.0,K deficient,Healthy
133,57,19,7.947011366,60.0,"N excess, K deficient, ph excess",Moderate
129,47,20,6.281913857999999,70.0,"N excess, K deficient",Moderate
116,52,19,6.114525877,80.0,K deficient,Healthy
114,40,23,6.7539780610000015,80.0,K deficient,Healthy
131,60,17,7.4250413160000015,70.0,"N excess, K deficient",Moderate
107,43,18,6.745104394,80.0,K deficient,Healthy
123,44,21,7.6411165689999985,60.0,"N excess, K deficient, ph excess",Moderate
112,49,25,6.470135478,80.0,K deficient,Healthy
119,44,15,7.091992365,80.0,K deficient,Healthy
130,59,19,6.520403794,70.0,"N excess, K deficient",Moderate
127,53,24,6.127939627999999,70.0,"N excess, K deficient",Moderate
134,52,18,7.994679507000001,60.0,"N excess, K deficient, ph excess",Moderate
109,36,18,7.524707577,60.0,"P deficient, K deficient, ph excess",Moderate
100,48,17,7.827877817999999,70.0,"K deficient, ph excess",Moderate
132,52,19,6.436691764,70.0,"N excess, K deficient",Moderate
102,37,25,5.907930899,70.0,"P deficient, K deficient",Moderate
111,39,22,6.135025006,70.0,"P deficient, K deficient",Moderate
117,51,15,6.044556594,80.0,K deficient,Healthy
136,36,24,7.59781958,50.0,"N excess, P deficient, K deficient, ph excess",Moderate
134,56,18,6.691268104,70.0,"N excess, K deficient",Moderate
112,54,15,6.1754923060000015,80.0,K deficient,Healthy
105,56,15,7.272316208999999,80.0,K deficient,Healthy
140,45,15,5.801047545,70.0,"N excess, K deficient",Moderate
126,46,25,6.757457943,70.0,"N excess, K deficient",Moderate
106,49,24,6.983395572999999,80.0,K deficient,Healthy
121,53,19,7.976889497999999,60.0,"N excess, K deficient, ph excess",Moderate
108,60,17,6.558902588,80.0,K deficient,Healthy
116,56,17,7.979090365,70.0,"K deficient, ph excess",Moderate
100,52,19,7.903528672999999,70.0,"K deficient, ph excess",Moderate
129,43,16,6.73210948,70.0,"N excess, K deficient",Moderate
118,44,23,6.6916904760000016,80.0,K deficient,Healthy
117,43,25,7.839849298,70.0,"K deficient, ph excess",Moderate
126,37,21,6.61448588,60.0,"N excess, P deficient, K deficient",Moderate
120,48,16,7.456971816,80.0,K deficient,Healthy
102,45,16,7.2942193,80.0,K deficient,Healthy
131,56,20,7.762647875,60.0,"N excess, K deficient, ph excess",Moderate
114,40,17,6.363406102000001,80.0,K deficient,Healthy
101,37,18,7.63737841,60.0,"P deficient, K deficient, ph excess",Moderate
106,46,20,6.2006719760000015,80.0,K deficient,Healthy
113,38,20,6.364729934,70.0,"P deficient, K deficient",Moderate
102,53,21,6.913678684,80.0,K deficient,Healthy
110,39,18,7.766259768999999,60.0,"P deficient, K deficient, ph excess",Moderate
107,58,15,7.55606399,70.0,"K deficient, ph excess",Moderate
120,60,15,7.288377241,80.0,K deficient,Healthy
89,47,38,6.002524871,90.0,K deficient,Healthy
60,37,39,6.033485257000001,80.0,"P deficient, K deficient",Healthy
63,41,45,7.121933578999999,100.0,No major deficiency,Healthy
86,40,39,6.207459637,90.0,K deficient,Healthy
96,41,40,6.090060478,100.0,No major deficiency,Healthy
100,35,36,6.346715209,80.0,"P deficient, K deficient",Healthy
63,37,43,6.661957897000001,90.0,P deficient,Healthy
70,43,40,6.176860192,100.0,No major deficiency,Healthy
67,55,44,7.251847296,100.0,No major deficiency,Healthy
74,40,40,6.386259977999999,100.0,No major deficiency,Healthy
89,53,44,7.319735475,100.0,No major deficiency,Healthy
74,46,45,6.025028997000001,100.0,No major deficiency,Healthy
89,41,38,6.344751947000001,90.0,K deficient,Healthy
60,55,40,7.02777956,100.0,No major deficiency,Healthy
67,43,38,7.299304715,90.0,K deficient,Healthy
70,38,35,7.014063944,80.0,"P deficient, K deficient",Healthy
74,49,38,7.4880144039999985,90.0,K deficient,Healthy
90,40,39,6.626503893,90.0,K deficient,Healthy
82,35,44,6.239011,90.0,P deficient,Healthy
73,45,37,6.742688094,90.0,K deficient,Healthy
85,53,38,6.588017308,90.0,K deficient,Healthy
81,56,36,7.097586415,90.0,K deficient,Healthy
84,55,38,6.956682742999999,90.0,K deficient,Healthy
80,45,42,7.380396262,100.0,No major deficiency,Healthy
76,54,45,6.176618831,100.0,No major deficiency,Healthy
76,56,39,6.551130445,90.0,K deficient,Healthy
81,40,45,6.427726565,100.0,No major deficiency,Healthy
76,44,45,6.740947635,100.0,No major deficiency,Healthy
69,47,40,6.130136384,100.0,No major deficiency,Healthy
82,40,45,6.667633355,100.0,No major deficiency,Healthy
69,57,35,6.1868143920000005,90.0,K deficient,Healthy
81,36,38,6.334837865,80.0,"P deficient, K deficient",Healthy
67,60,38,7.16214284,90.0,K deficient,Healthy
72,51,40,7.422318499,100.0,No major deficiency,Healthy
65,39,45,6.768001309,90.0,P deficient,Healthy
78,50,43,6.348441469,100.0,No major deficiency,Healthy
77,52,41,6.097294061,100.0,No major deficiency,Healthy
89,52,42,6.14132902,100.0,No major deficiency,Healthy
62,49,37,7.479248124,90.0,K deficient,Healthy
90,48,45,6.509174788999999,100.0,No major deficiency,Healthy
66,47,36,6.57256106,90.0,K deficient,Healthy
80,52,39,7.165696848,90.0,K deficient,Healthy
89,52,45,7.207457207999999,100.0,No major deficiency,Healthy
77,51,44,7.124333547000001,100.0,No major deficiency,Healthy
94,37,41,6.4635387070000005,90.0,P deficient,Healthy
75,41,35,6.856833064,90.0,K deficient,Healthy
60,55,36,7.132389299,90.0,K deficient,Healthy
62,56,35,6.235357637999999,90.0,K deficient,Healthy
84,40,42,6.704273839,100.0,No major deficiency,Healthy
100,56,40,7.433313409,100.0,No major deficiency,Healthy
75,56,44,6.109478059,100.0,No major deficiency,Healthy
78,46,42,7.095413294,100.0,No major deficiency,Healthy
82,48,36,6.352076782999999,90.0,K deficient,Healthy
100,58,41,6.6587699910000016,100.0,No major deficiency,Healthy
88,50,40,7.0518224720000005,100.0,No major deficiency,Healthy
67,41,40,7.333143205,100.0,No major deficiency,Healthy
72,42,43,6.352771037,100.0,No major deficiency,Healthy
89,40,43,7.124050134,100.0,No major deficiency,Healthy
89,57,43,6.998787171,100.0,No major deficiency,Healthy
61,41,44,6.537914957999999,100.0,No major deficiency,Healthy
79,45,43,7.171054239,100.0,No major deficiency,Healthy
84,40,43,7.228268227999999,100.0,No major deficiency,Healthy
98,43,35,7.319952206,90.0,K deficient,Healthy
75,36,44,6.613341342999999,90.0,P deficient,Healthy
89,58,35,6.096838784,90.0,K deficient,Healthy
91,41,37,6.132570522999999,90.0,K deficient,Healthy
77,48,36,7.36008498,90.0,K deficient,Healthy
66,58,35,7.321619041,90.0,K deficient,Healthy
62,59,41,7.175170657000001,100.0,No major deficiency,Healthy
82,35,35,7.299076163,80.0,"P deficient, K deficient",Healthy
61,41,35,6.842966478999998,90.0,K deficient,Healthy
99,57,38,6.356295567999999,90.0,K deficient,Healthy
70,42,43,6.508342839,100.0,No major deficiency,Healthy
90,59,35,7.098227926,90.0,K deficient,Healthy
73,43,42,6.310699968,100.0,No major deficiency,Healthy
67,46,44,7.093328631,100.0,No major deficiency,Healthy
84,37,42,6.691074249,90.0,P deficient,Healthy
72,41,36,6.187746776,90.0,K deficient,Healthy
71,56,37,6.491506245,90.0,K deficient,Healthy
64,53,38,6.855362875,90.0,K deficient,Healthy
65,54,39,7.124571593,90.0,K deficient,Healthy
60,58,37,6.067302109,90.0,K deficient,Healthy
86,39,43,6.432051512,90.0,P deficient,Healthy
90,50,44,6.253408852000001,100.0,No major deficiency,Healthy
91,38,36,7.287318722999999,80.0,"P deficient, K deficient",Healthy
87,48,38,7.161865733,90.0,K deficient,Healthy
72,41,36,6.065898282999999,90.0,K deficient,Healthy
71,54,35,7.311077075,90.0,K deficient,Healthy
82,46,41,6.581693772,100.0,No major deficiency,Healthy
71,52,43,6.732826127,100.0,No major deficiency,Healthy
80,43,43,6.014572075,100.0,No major deficiency,Healthy
77,55,43,6.663559451,100.0,No major deficiency,Healthy
95,57,41,6.434610995,100.0,No major deficiency,Healthy
63,47,35,7.432768147000001,90.0,K deficient,Healthy
93,43,38,6.987332927000001,90.0,K deficient,Healthy
87,44,43,6.718725189,100.0,No major deficiency,Healthy
88,52,39,6.880204617,90.0,K deficient,Healthy
90,39,37,6.86106911,80.0,"P deficient, K deficient",Healthy
90,39,43,6.7693455,90.0,P deficient,Healthy
84,38,43,7.26158085,90.0,P deficient,Healthy
91,21,26,7.261313694,60.0,"P deficient, K deficient",Moderate
107,21,26,7.235070264,60.0,"P deficient, K deficient",Moderate
83,38,35,7.18915558,80.0,"P deficient, K deficient",Healthy
108,24,31,6.431899747999999,60.0,"P deficient, K deficient",Moderate
116,28,34,6.42321105,70.0,"P deficient, K deficient",Moderate
116,23,25,6.869720196,60.0,"P deficient, K deficient",Moderate
109,31,27,6.973839707000001,60.0,"P deficient, K deficient",Moderate
89,25,34,7.184801627000001,70.0,"P deficient, K deficient",Moderate
118,18,32,6.351823783,70.0,"P deficient, K deficient",Moderate
111,32,34,6.392048018,80.0,"P deficient, K deficient",Healthy
84,36,28,6.119892347,70.0,"P deficient, K deficient",Moderate
85,33,25,6.910823945,70.0,"P deficient, K deficient",Moderate
99,15,27,6.501157208,60.0,"P deficient, K deficient",Moderate
81,30,31,7.027585558999999,60.0,"P deficient, K deficient",Moderate
95,39,29,7.13411409,70.0,"P deficient, K deficient",Moderate
81,34,30,6.6477659970000005,70.0,"P deficient, K deficient",Moderate
80,15,28,6.703270635,60.0,"P deficient, K deficient",Moderate
104,20,26,7.493191968,60.0,"P deficient, K deficient",Moderate
109,29,28,6.724688502999999,60.0,"P deficient, K deficient",Moderate
100,32,26,6.043485685,70.0,"P deficient, K deficient",Moderate
100,24,28,7.101661011,60.0,"P deficient, K deficient",Moderate
83,21,28,7.466900682999999,60.0,"P deficient, K deficient",Moderate
120,23,28,6.877799264,60.0,"P deficient, K deficient",Moderate
104,26,30,6.410992833,60.0,"P deficient, K deficient",Moderate
108,33,31,7.393825704,70.0,"P deficient, K deficient",Moderate
91,25,26,7.482414225,60.0,"P deficient, K deficient",Moderate
86,26,27,6.081172981,60.0,"P deficient, K deficient",Moderate
98,18,27,6.516312148,60.0,"P deficient, K deficient",Moderate
111,27,31,6.0433309510000015,60.0,"P deficient, K deficient",Moderate
84,39,35,6.959404135,80.0,"P deficient, K deficient",Healthy
98,27,27,7.238109556,60.0,"P deficient, K deficient",Moderate
118,21,34,7.234258375,70.0,"P deficient, K deficient",Moderate
103,27,31,6.691541233,60.0,"P deficient, K deficient",Moderate
82,24,33,6.809593554,70.0,"P deficient, K deficient",Moderate
86,31,35,6.485761419,70.0,"P deficient, K deficient",Moderate
88,35,35,6.784460602,80.0,"P deficient, K deficient",Healthy
84,27,29,7.167092586,60.0,"P deficient, K deficient",Moderate
120,40,33,6.73410539,90.0,K deficient,Healthy
106,40,30,6.779984384,80.0,K deficient,Healthy
113,21,33,7.277422737999999,70.0,"P deficient, K deficient",Moderate
117,34,25,7.21270048,70.0,"P deficient, K deficient",Moderate
80,30,25,7.487266991,60.0,"P deficient, K deficient",Moderate
88,21,27,7.231166546,60.0,"P deficient, K deficient",Moderate
113,33,34,6.559817161000002,80.0,"P deficient, K deficient",Healthy
87,23,28,6.979590627,60.0,"P deficient, K deficient",Moderate
113,15,29,6.779230041,60.0,"P deficient, K deficient",Moderate
98,29,30,6.217974349,60.0,"P deficient, K deficient",Moderate
97,29,27,7.205078785,60.0,"P deficient, K deficient",Moderate
85,35,32,6.854011265,80.0,"P deficient, K deficient",Healthy
82,29,35,6.246872394,70.0,"P deficient, K deficient",Moderate
103,33,25,6.911066044,70.0,"P deficient, K deficient",Moderate
112,17,28,6.777417989,60.0,"P deficient, K deficient",Moderate
99,19,33,6.273741983,70.0,"P deficient, K deficient",Moderate
120,20,34,6.906124587000001,70.0,"P deficient, K deficient",Moderate
114,27,28,7.162802357,60.0,"P deficient, K deficient",Moderate
100,40,35,6.9557873510000015,90.0,K deficient,Healthy
108,35,25,6.971963169,70.0,"P deficient, K deficient",Moderate
115,31,30,6.840927967000001,60.0,"P deficient, K deficient",Moderate
87,28,30,6.536676653,60.0,"P deficient, K deficient",Moderate
82,24,26,6.089443602999999,60.0,"P deficient, K deficient",Moderate
94,26,27,7.456460375,60.0,"P deficient, K deficient",Moderate
87,28,35,6.759211911,70.0,"P deficient, K deficient",Moderate
118,40,35,7.460174812000001,90.0,K deficient,Healthy
87,38,29,6.652642579,70.0,"P deficient, K deficient",Moderate
92,40,30,6.026287448,80.0,K deficient,Healthy
97,22,26,6.074190142000001,60.0,"P deficient, K deficient",Moderate
99,40,32,7.0455430560000005,90.0,K deficient,Healthy
89,28,33,6.9932360010000005,70.0,"P deficient, K deficient",Moderate
112,39,29,6.726528895,70.0,"P deficient, K deficient",Moderate
111,28,26,6.937352845,60.0,"P deficient, K deficient",Moderate
114,20,26,7.27905689,60.0,"P deficient, K deficient",Moderate
117,26,30,7.079850922,60.0,"P deficient, K deficient",Moderate
111,29,31,6.136286518,60.0,"P deficient, K deficient",Moderate
119,30,28,6.5052036960000015,60.0,"P deficient, K deficient",Moderate
116,40,33,7.042089492000001,90.0,K deficient,Healthy
95,37,35,6.348337518999998,80.0,"P deficient, K deficient",Healthy
86,40,33,7.432322234,90.0,K deficient,Healthy
117,37,32,6.787658922,80.0,"P deficient, K deficient",Healthy
105,18,35,6.743417121,70.0,"P deficient, K deficient",Moderate
109,23,25,7.00733163,60.0,"P deficient, K deficient",Moderate
80,18,31,7.303033217,60.0,"P deficient, K deficient",Moderate
101,31,26,6.861235184,60.0,"P deficient, K deficient",Moderate
103,33,33,7.131435858,80.0,"P deficient, K deficient",Healthy
93,26,27,7.288211994,60.0,"P deficient, K deficient",Moderate
